option_id,target_date,forecast
Option_0,2022-07-15,3.0624387099782364
Option_0,2022-07-16,3.515925103072945
Option_0,2022-07-17,3.188349805257235
Option_0,2022-07-18,3.1076054755353986
Option_0,2022-07-19,3.060427398466529
Option_0,2022-07-20,3.3492107752414237
Option_0,2022-07-21,3.4082439443062853
Option_0,2022-07-22,3.348869047619048
Option_0,2022-07-23,4.0031547619047645
Option_0,2022-07-24,3.955714285714287
Option_0,2022-07-25,4.4553571428571415
Option_0,2022-07-26,4.180952380952383
Option_0,2022-07-27,5.044557823129252
Option_0,2022-07-28,4.815833333333329
Option_0,2022-07-29,4.703099370567427
Option_0,2022-07-30,4.708681230209154
Option_0,2022-07-31,4.80424896566609
Option_0,2022-08-01,4.052659949468308
Option_0,2022-08-02,4.808581848591127
Option_0,2022-08-03,4.940034552566941
Option_0,2022-08-04,5.640363481979865
Option_0,2022-08-05,5.565535714285711
Option_0,2022-08-06,6.0500255102040805
Option_0,2022-08-07,6.373511904761902
Option_0,2022-08-08,5.902874149659862
Option_0,2022-08-09,6.125654761904764
Option_0,2022-08-10,5.4277380952380945
Option_0,2022-08-11,6.335654761904761
Option_1,2022-07-15,25.502896009076903
Option_1,2022-07-16,28.206654138566787
Option_1,2022-07-17,24.007334052615395
Option_1,2022-07-18,29.093266613451277
Option_1,2022-07-19,28.398156066284418
Option_1,2022-07-20,28.126182123218136
Option_1,2022-07-21,31.508628116518246
Option_1,2022-07-22,33.37702380952376
Option_1,2022-07-23,38.03160714285712
Option_1,2022-07-24,31.216904761904768
Option_1,2022-07-25,29.78422619047618
Option_1,2022-07-26,28.88553571428571
Option_1,2022-07-27,35.41345238095237
Option_1,2022-07-28,35.3704761904762
Option_1,2022-07-29,31.48709842145788
Option_1,2022-07-30,30.5117849631109
Option_1,2022-07-31,27.906037434202915
Option_1,2022-08-01,24.816009039975103
Option_1,2022-08-02,26.859505114346625
Option_1,2022-08-03,29.838443592702085
Option_1,2022-08-04,29.246241999458434
Option_1,2022-08-05,26.786071428571425
Option_1,2022-08-06,27.63019557823129
Option_1,2022-08-07,28.181071428571407
Option_1,2022-08-08,27.962202380952373
Option_1,2022-08-09,28.392321428571446
Option_1,2022-08-10,27.49654761904761
Option_1,2022-08-11,24.03511904761904
Option_10,2022-07-15,2.7122376857049653
Option_10,2022-07-16,2.352788371260794
Option_10,2022-07-17,2.8390002896346074
Option_10,2022-07-18,2.7547133447526595
Option_10,2022-07-19,2.676108209284711
