option_id,target_date,forecast
Option_0,2022-09-16,12.181726190476184
Option_0,2022-09-17,11.658988095238097
Option_0,2022-09-18,11.313324829931975
Option_0,2022-09-19,11.858750000000004
Option_0,2022-09-20,11.303095238095242
Option_0,2022-09-21,11.80101190476191
Option_0,2022-09-22,13.456785714285713
Option_0,2022-09-23,12.197023809523815
Option_0,2022-09-24,12.571904761904769
Option_0,2022-09-25,11.41863095238095
Option_0,2022-09-26,11.28994047619047
Option_0,2022-09-27,10.206428571428575
Option_0,2022-09-28,10.73851190476191
Option_0,2022-09-29,12.110059523809523
Option_0,2022-09-30,12.922023809523811
Option_0,2022-10-01,11.248809523809525
Option_0,2022-10-02,10.91273035804971
Option_0,2022-10-03,12.03425723244993
Option_0,2022-10-04,11.720316124827406
Option_0,2022-10-05,12.194166666666666
Option_0,2022-10-06,12.596488095238083
Option_0,2022-10-07,10.983452380952382
Option_0,2022-10-08,10.929166666666667
Option_0,2022-10-09,10.07827751502559
Option_0,2022-10-10,10.517536145789364
Option_0,2022-10-11,10.927692231808319
Option_0,2022-10-12,11.500952380952382
Option_0,2022-10-13,13.8454761904762
Option_1,2022-09-16,26.30988095238094
Option_1,2022-09-17,25.750119047619062
Option_1,2022-09-18,25.77375
Option_1,2022-09-19,25.38029761904762
Option_1,2022-09-20,25.298630952380964
Option_1,2022-09-21,25.372142857142855
Option_1,2022-09-22,24.22375000000001
Option_1,2022-09-23,24.074464285714285
Option_1,2022-09-24,22.242465986394546
Option_1,2022-09-25,22.826904761904764
Option_1,2022-09-26,21.722857142857144
Option_1,2022-09-27,22.93428571428571
Option_1,2022-09-28,20.638809523809535
Option_1,2022-09-29,21.277261904761897
Option_1,2022-09-30,18.325238095238088
Option_1,2022-10-01,19.839404761904767
Option_1,2022-10-02,22.681590539712012
Option_1,2022-10-03,20.79248266913477
Option_1,2022-10-04,19.597166204169763
Option_1,2022-10-05,20.747678571428565
Option_1,2022-10-06,21.05321428571428
Option_1,2022-10-07,20.164821428571422
Option_1,2022-10-08,19.77321428571427
Option_1,2022-10-09,19.269973497498874
Option_1,2022-10-10,19.188786119123368
Option_1,2022-10-11,19.0972356432602
Option_1,2022-10-12,21.497338435374154
Option_1,2022-10-13,19.022321428571427
Option_10,2022-09-16,1.9378891941391954
Option_10,2022-09-17,2.221671245421244
Option_10,2022-09-18,2.2833424908424917
Option_10,2022-09-19,2.5292857142857152
Option_10,2022-09-20,2.474441391941393
Option_10,2022-09-21,2.855119047619048
Option_10,2022-09-22,2.7388324175824166
Option_10,2022-09-23,2.6093528693528683
Option_10,2022-09-24,2.2951373626373623
Option_10,2022-09-25,2.2985576923076936
Option_10,2022-09-26,2.099340659340659
Option_10,2022-09-27,2.189423076923076
Option_10,2022-09-28,2.3029395604395617
Option_10,2022-09-29,2.2845833333333347
Option_10,2022-09-30,2.1376144688644687
Option_10,2022-10-01,1.9385485347985356
Option_10,2022-10-02,1.6226266564709515
Option_10,2022-10-03,2.0100863999359344
Option_10,2022-10-04,2.1499294879424022
Option_10,2022-10-05,2.792133699633699
Option_10,2022-10-06,1.9675366300366297
Option_10,2022-10-07,2.171753663003663
